name;Al;Ca;Cd;Co;Cu;Fe;Mg;Mn;Ni;Pb;S;Sc;Si;Zn;dAl;dCa;dCd;dCo;dCu;dFe;dMg;dMn;dNi;dPb;dS;dSc;dSi;dZn;Масса навески (g);sample_mass;Разбавление
T2-L6P6F6N6B1;5.184666666666666;350.7;0.0047;0.015033333333333334;0.03445;220.65;5.5245;0.17196666666666668;0.19113333333333335;0.2186;310.3;0.9591666666666666;9.347666666666667;0.02685;0.03442867022313419;4.525483399593888;0.006255397669213365;0.0020599352740640507;0.005727564927611034;3.3234018715767655;0.11808683245815331;0.0010969655114602963;0.007938723658960126;0.2920351006300441;33.47177915797127;0.001858314648635538;0.18070510046297372;0.001202081528017131;0.1041;0.0;0.0
T2-L6P6F6N6B2;4.8823333333333325;350.95;0.006533333333333333;0.0179;0.032;232.64999999999998;4.6305;0.1687;0.17623333333333333;0.2321;318.6333333333334;0.8862;9.790666666666667;0.03595;0.02891942830232546;4.171930009000614;0.005359415391004259;0.0029512709126747407;0.00622253967444162;2.899137802864841;0.09970205614730321;0.0012165525060596467;0.008352444751887513;0.30631865761001237;35.91452816526109;0.004859012245302514;0.17670408408787094;0.0010606601717798223;0.955;0.0;0.0
T2-L7P7F7N7A1;0.06656666666666666;54.605;0.0006666666666666666;0.0012666666666666666;0.0013;17.575000000000003;60.260000000000005;0.44766666666666666;0.010733333333333333;0.01835;176.36666666666667;1.011;0.3409333333333333;0.0053;0.005012318159627671;0.27577164466275395;0.00040414518843273807;0.0011015141094572205;0.001131370849898476;0.03535533905932788;3.0971277015970804;0.008753475500241794;0.0008386497083606082;0.025950818869546297;25.545319205939336;0.002645751311064635;0.007223111056416986;0.0005656854249492382;0.0;0.0;10.0
T2-L7P7F7N7A2;0.0506;48.375;0.0006000000000000001;0.0012666666666666666;0.0042;12.875;63.795;0.43113333333333337;0.01806666666666667;0.0143;172.4;1.0056666666666665;0.18530000000000002;0.015349999999999999;0.004592385001282014;0.13435028842544242;0.00034641016151377546;0.0009073771725877465;0.0009899494936611664;0.049497474683058526;2.722361107568209;0.00825913635517257;0.0005507570547286086;0.02022325394193526;24.980192152983932;0.004509249752822956;0.008742997197757757;0.0009192388155425124;0.0;0.0;10.0
T2-L7P7F7N7G1;0.3868333333333333;61.269999999999996;0.0013666666666666664;0.004833333333333334;0.0327;44.335;53.709999999999994;0.40523333333333333;0.06393333333333333;0.0412;187.73333333333335;0.9983999999999998;0.5182666666666667;0.08405;0.005497575223071843;0.12727922061357835;0.0010692676621563626;0.0008962886439832503;0.0016970562748477136;0.3181980515339484;1.79605122421383;0.006666583332812492;0.0016196707484341774;0.05826559876977152;26.96596620433493;0.002424871130596381;0.010400641005886732;0.002333452377915605;0.0;0.0;10.0
T2-L7P7F7N7G2;0.05996666666666667;43.29;0.0006333333333333334;0.0014333333333333333;0.00485;15.585;53.765;0.40726666666666667;0.019966666666666667;0.0134;152.4333333333333;1.0216666666666665;0.25100000000000006;0.02225;0.005445487428443241;0.11313708498984519;0.00037859388972001824;0.001242309676905615;0.001202081528017131;0.007071067811865324;2.2415284963613566;0.006434542200757822;0.0005131601439446887;0.018950461735799475;22.300298951658327;0.0032145502536642984;0.00471487009365052;0.0009192388155425111;0.0;0.0;10.0
T2-L6P6A1;1.676;59.67;0.08676666666666666;0.37023333333333336;0.01245;2895.0;120.05;4.271333333333334;0.988;3.63565;2050.6666666666665;0.9215;8.088333333333333;0.3232;0.14651962325913895;0.04242640687119446;0.1210860988443072;0.036319462183976976;0.01760695885154503;141.4213562373095;8.838834764831844;0.04969238707622425;0.02518412198191554;4.950242443052663;181.75074506954113;0.0037242448899072037;0.8085600369380954;0.018526197667087546;0.0;0.0;10.0
T2-L6P6A2;0.6118333333333333;62.894999999999996;0.1336;0.45576666666666665;0.0057;3430.5;124.35;4.624666666666666;0.6581;5.4838;2633.3333333333335;0.8757333333333334;8.097333333333333;0.38339999999999996;0.21172142861159174;0.0070710678118640685;0.18534767330614108;0.07336704528147042;0.008061017305526642;415.0716805565034;6.5760930650348906;0.06078102774166728;0.02075861267040743;7.475815733416654;447.052942427777;0.004990323970779203;1.2364037905689769;0.03535533905932737;0.0;0.0;10.0
T2-L6P6B1;7.395666666666667;317.8;0.006233333333333334;0.031566666666666666;0.24080000000000001;240.8;4.83;0.16456666666666667;0.9178666666666667;0.2554;389.56666666666666;0.9514666666666667;11.013333333333334;0.0366;0.0672111101926859;3.252691193458135;0.006831056531264643;0.004042688874169435;0.0033941125496954275;4.808326112068511;0.07919595949289339;0.001665332799572896;0.016529468634331017;0.33219876580144003;34.61926246085168;0.0020033305601755637;0.22052966542697452;0.002404163056034262;0.1083;0.0;0.0
T2-L6P6B2;6.853999999999999;260.9;0.006733333333333333;0.03426666666666667;0.22644999999999998;228.35;4.747999999999999;0.15953333333333333;0.9874333333333333;0.24209999999999998;350.5;0.9819;7.886;0.042249999999999996;0.06588626564011671;10.606601717798192;0.005687119950672162;0.004410593308539491;0.002757716446627526;1.9091883092036703;0.05091168824543147;0.0016072751268321607;0.016166116829137826;0.31635957390286135;32.94419523982944;0.0025709920264364986;0.1343986607076131;0.00233345237791561;0.1025;0.0;0.0
T2-L7P7A1;1.9436666666666669;60.445;0.11196666666666666;0.6332666666666666;0.00615;3271.5;124.5;4.556;4.291666666666667;4.60385;2457.0;0.8852333333333333;8.237;0.50125;0.18992191377861944;0.26162950903902576;0.15514897142209266;0.04107363306713118;0.008697413408594534;348.6036431249679;7.636753236814721;0.05750652136931961;0.09988660237155601;6.260935572660048;336.57688571855317;0.004957149718672349;0.9024433500225929;0.026516504294495556;0.0;0.0;10.0
T2-L7P7A2;7.813;62.004999999999995;0.11606666666666667;0.6855666666666668;0.0089;3253.5;127.5;4.664000000000001;8.119666666666667;4.9615;2544.0;0.8798;13.31;0.5467;0.2497538788487576;0.10606601717798113;0.1625142865514701;0.05261143728632902;0.012586500705120546;266.5792565073284;7.919595949289324;0.06808817812219686;0.2094047118221877;6.743677372176104;381.7237220818219;0.006954854419756044;0.8853812738024225;0.026728636328851457;0.0;0.0;10.0
