name;Ca;dCa;Co;dCo;Cu;dCu;Fe;dFe;Ni;dNi;Описание;is_solid;id;tags;status_id;is_solution;last_normalized;sample_mass;Sc;dSc;repeat_number;method_number;created_at;priority;series_base;is_series;V (ml);Плотность;Масса твердого (g);pH;Eh;Масса навески (g);Объем р-ра H2SO4 (ml);Масса железных окатышей (g);Масса Ca(OH)2 (g);Масса CaCO3 (g);merge_date;Al;Mg;dZn;merged_from;dMg;dCd;Pb;dSi;Zn;dS;dMn;Si;Mn;dPb;Cd;S;dAl;масса;общая;last_mass_volume_update;mass_volume_source;Разбавление;Ru;mIr;mAl;K;Ag;mSc;mCu;Ir;mPt;mAu;mCl;mFe;Os;mRh;Cl;mCa;Rh;Pd;mNi;mCd;mRu;Масса навески (mg);mK;Mo;mZn;V_aliq (l);last_mass_recalculation;mCo;mMn;Au;mPb;mMo;mOs;mS;mPd;mAg;Pt;mSi;mMg;mEh;C;dC;mC;mass_solid_copied_from_C;last_copy_check;skip_reason;mass_source_for_solid;mass_volume_copy_skipped;Масса;Hg;mHg
T2-L4P4F4C4N4B2;-0.0321;0;-0.0023;0;-0.0018;0;-0.0874;0;-0.0029;0;0;0;403;[];3;0;2026-01-26T16:26:07.625273;0;-1.0827;0;0;0;2026-01-19 11:51:59;1;0;0;0;0;0;0;0;0.1046;0;0;0;0;False;0;0;0;False;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T2-L4P4F4C4B2;-0.0321;0;-0.0023;0;-0.0018;0;-0.0874;0;-0.0029;0;0;0;404;[];3;0;2026-01-26T16:26:07.625276;0;-1.0827;0;0;0;2026-01-19 11:52:30;1;0;0;0;0;0;0;0;0.1064;0;0;0;0;False;0;0;0;False;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T2-3B;-0.0321;0;-0.0023;0;-0.0018;0;-0.0874;0;-0.0029;0;0;0;405;[];3;0;2026-01-26T16:26:07.625278;0;-1.0827;0;0;0;2026-01-19 11:53:17;1;0;0;0;0;0;0;0;0.1004;0;0;0;0;False;0;0;0;False;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T2-L4P4B2;258.73;7.4953;0.022;0.0118;0.265;0.0079;213;122.2723;0.789;0.0152;0;0;406;[];3;0;2026-01-26T16:26:07.625281;192.285;1.0016;0.0127;0;0;0;0;0;0;410;0.469;-326.5725;0;0;0.1024;0;0;0;0;False;7.22;0;0;False;0;0;0.0098;0;0.084;0;0;0;0.1523;0;0.0005;260;0;0;0;2026-02-01T12:50:55.448079;T2-L4P4C2;0;0.0002;0;677.8797;1.142;0.0006;94.0394;24.8806;0;0.0094;0;1463732.007;19998.3911;0;0.0282;15590;24291.9424;0.0003;0.0005;74.0785;0.0469;0.0188;102.4;107.2214;0.0016;7.8867;0.05;2026-02-01T12:50:56.023627;2.0656;14.2993;0;0.9201;0.1502;0;24411.1816;0.0469;0.0563;0.0001;0;0;0;0;0;0;1;0;0;Масса образца (g) из пробы C;0;0;0;0
T2-L4P4B1;254.11;6.9296;0.027;0.0145;0.3;0.0089;273;140.3347;0.862;0.018;0;0;407;[];3;0;2026-01-26T16:26:07.625284;183.42;0.9785;0.0077;0;0;0;0;0;0;395;0.4644;-317.37;0;0;0.0981;0;0;0;0;False;8.4676;0;0;False;0;0;0.0108;0;0.092;0;0;0;0.1902;0;0.0007;280;0;0;0;2026-02-01T12:50:55.448071;T2-L4P4C1;0;0.0003;0.0093;791.6041;1.199;0.0007;91.4763;28.0459;0.0001;0.0187;0;3350546.789;25521.7431;0;0.028;35840;23755.7881;0.0003;0.0006;80.5851;0.0654;0.028;98.1;112.09;0.0017;8.6007;0.05;2026-02-01T12:50:56.023652;2.5241;17.7811;0;1.0097;0.1589;0;26176.1468;0.0561;0.0654;0.0002;0;0;0;0;0;0;1;0;0;Масса образца (g) из пробы C;0;0;0;0
T2-L4P4F4C4N4B1;-0.0321;0;-0.0023;0;-0.0018;0;-0.0874;0;-0.0029;0;0;0;408;[];3;0;2026-01-26T16:26:07.625286;0;-1.0827;0;0;0;2026-01-19 12:17:41;1;0;0;0;0;0;0;0;0.1011;0;0;0;0;False;0;0;0;False;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T2-L4B1;63.573;0.799;0.04;0.0239;0.46;0.0085;186;123.7669;0.912;0.0161;0;0;409;[];3;0;2026-01-26T16:26:07.625289;137.325;0.994;0.0102;0;0;0;0;0;0;210.28;0.6531;-109.4325;0;0;0.1024;0;0;0;0;False;9.1824;0;0;False;0;0;0.0329;0;0.101;0;0;0;0.2656;0;0.0004;330;0;0;0;2026-02-01T12:50:55.448064;T2-L4C1;0;0.0003;0.0067;615.7095;1.999;0.0011;66.6509;30.8445;0.0001;0.0335;0.0067;2086696.289;12471.8994;0;0.0872;31120;4262.7745;0.0013;0.0027;61.1525;0.0268;0.0201;102.4;134.0394;0.0013;6.7724;0.05;2026-02-01T12:50:56.023678;2.6821;17.8093;0.0001;2.2061;0.0872;0;22127.5635;0.181;0.0738;0.0005;0;0;0;0;0;0;1;0;0;Масса образца (g) из пробы C;0;0;0;0
T2-L4B2;71.73;0.7283;0.047;0.0272;0.554;0.0093;208;132.9383;1.057;0.0142;0;0;410;[];3;0;2026-01-26T16:26:07.625291;127.2;1.0267;0.0061;0;0;0;0;0;0;205.94;0.6177;-118.11;0;0;0.1292;0;0;0;0;False;13.302;0;0;False;0;0;0.0479;0;0.102;0;0;0;0.3039;0;0.0007;370;0;0;0;2026-02-01T12:50:55.448055;T2-L4C2;0;0.0004;0.0049;654.8043;3.204;0.0014;50.5403;27.2712;0.0001;0.0295;0.0049;507027.8638;10239.0093;0;0.0738;10300;3530.9814;0.0015;0.0028;52.0319;0.0345;0.0197;129.2;157.7201;0.0014;5.0211;0.05;2026-02-01T12:50:56.023704;2.3136;14.9598;0.0001;2.3579;0.0689;0;18213.6223;0.1378;0.0689;0.0006;0;0;0;0;0;0;1;0;0;Масса образца (g) из пробы C;0;0;0;0
T2-L2P2F2C1;-0.0321;0;-0.0023;0;-0.0018;0;-0.0874;0;-0.0029;0;0;0;411;[];3;0;2026-01-26T16:26:07.625293;493.69;-1.0827;0;0;0;2026-01-19 12:23:30;0;0;0;490;1.0075;5.535;5.46;-153;0;0;0;0;0;False;0;0;0;False;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T2-L2P2F2C2;-0.0321;0;-0.0023;0;-0.0018;0;-0.0874;0;-0.0029;0;0;0;412;[];3;0;2026-01-26T16:26:07.625296;0;-1.0827;0;0;0;2026-01-19 12:23:40;0;0;0;420;0;-630;4.8;82;0;0;0;0;0;False;0;0;0;False;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T4-4C;-0.0321;0;-0.0023;0;-0.0018;0;-0.0874;0;-0.0029;0;0;0;413;[];3;0;2026-01-26T16:26:07.625299;0;-1.0827;0;0;0;2026-01-19 12:24:05;1;0;0;0;0;0;0;0;0.1055;0;0;0;0;False;0;0;0;False;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T2-L4P4F4C4B1;-0.0321;0;-0.0023;0;-0.0018;0;-0.0874;0;-0.0029;0;0;0;414;[];3;0;2026-01-26T16:26:07.625301;0;-1.0827;0;0;0;2026-01-19 12:24:25;1;0;0;0;0;0;0;0;0.1034;0;0;0;0;False;0;0;0;False;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T2-L3B1;42.033;0.0919;0.032;0.0169;0.312;0.0042;164;96.0302;0.748;0.0118;0;0;415;[];3;0;2026-01-26T16:26:07.625304;136.785;1.031;0.0075;0;0;0;0;0;0;210.03;0.6513;-109.8675;0;0;0.097;0;0;0;0;False;7.8155;0;0;False;0;0;0.0217;0;0.322;0;0;0;0.2178;0;0.0003;250;0;0;0;2026-02-01T12:50:55.448324;T2-L3C1;0;0.0002;0;551.0532;2.008;0.0017;72.6935;21.9984;0;0.0212;0.0071;1475021.753;11563.268;0;0.0564;20920;2963.6515;0.0008;0.0009;52.7398;0.0212;0.0141;97;141.5795;0.0009;22.7035;0.05;2026-02-01T12:50:56.023735;2.2562;15.3566;0.0001;1.53;0.0635;0;17626.933;0.0635;0.1199;0.0003;0;0;0;0;0;0;1;0;0;Масса образца (g) из пробы C;0;0;0;0
T2-L3P3F3N3C2;-0.0321;0;-0.0023;0;-0.0018;0;-0.0874;0;-0.0029;0;False;0;416;[];1;0;2026-01-26T16:26:07.625307;0;-1.0827;0;0;0;2026-01-19 12:24:58;1;0;0;false;0;0.168;0;0;0.112;0;0;0;0;False;0;0;0;False;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T2-L3P3F3B1;256.38;0.9192;0.013;0.0114;0.034;0.0057;170;134.7362;0.192;0.0125;0;0;417;[];3;0;2026-01-26T16:26:07.625309;113.475;0.9922;0.0156;0;0;0;0;0;0;445;0.255;-497.2875;0;0;0.1017;0;0;0;0;False;7.1973;0;0;False;0;0;0.0101;0;0.054;0;0;0;0.1468;0;0.0035;250;0;0;0;2026-02-01T12:50:55.448022;T2-L3P3F3C1;0;0.0002;0;401.5308;1.271;0.0006;55.3539;1.8968;0;0.0056;0;1061108.407;9484.1445;0;0.0112;19020;14303.2058;0.0002;0.0003;10.7115;0.1953;0.0112;101.7;70.9079;0.0337;3.0126;0.05;2026-02-01T12:50:56.023762;0.7253;8.1898;0;0.5635;1.8801;0;13947.2714;0.0167;0.0335;0.0001;0;0;0;0;0;0;1;0;0;Масса образца (g) из пробы C;0;0;0;0
T2-L4P4F4C4N3B1;-0.0321;0;-0.0023;0;-0.0018;0;-0.0874;0;-0.0029;0;0;0;418;[];3;0;2026-01-26T16:26:07.625312;0;-1.0827;0;0;0;2026-01-19 12:40:12;1;0;0;0;0;0;0;0;0.1104;0;0;0;0;False;0;0;0;False;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T2-L4P4F4C4N3B2;-0.0321;0;-0.0023;0;-0.0018;0;-0.0874;0;-0.0029;0;0;0;419;[];3;0;2026-01-26T16:26:07.625315;0;-1.0827;0;0;0;2026-01-19 12:42:10;1;0;0;0;0;0;0;0;0.1057;0;0;0;0;False;0;0;0;False;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T2-L2P2F2N2C1;-0.0321;0;-0.0023;0;-0.0018;0;-0.0874;0;-0.0029;0;0;0;420;[];3;0;2026-01-26T16:26:07.625317;1;-1.0827;0;0;0;2026-01-19 12:43:01;0;0;0;0;0;1.5;8.1;0;0;0;0;5.61;4.58;False;0;0;0;False;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T2-L2P2F2N2C2;-0.0321;0;-0.0023;0;-0.0018;0;-0.0874;0;-0.0029;0;0;0;421;[];3;0;2026-01-26T16:26:07.625320;1;-1.0827;0;0;0;2026-01-19 12:43:12;0;0;0;0;0;1.5;8.2;0;0;0;0;6.96;4.58;False;0;0;0;False;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T2-5B;-0.0321;0;-0.0023;0;-0.0018;0;-0.0874;0;-0.0029;0;0;0;422;[];3;0;2026-01-26T16:26:07.625322;0;-1.0827;0;0;0;2026-01-19 12:49:35;1;0;0;0;0;0;0;0;0.1012;0;0;0;0;False;0;0;0;False;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T2-F5B1;-0.0321;0;-0.0023;0;-0.0018;0;-0.0874;0;-0.0029;0;False;0;423;[];1;0;2026-01-26T16:26:07.625325;0;-1.0827;0;0;0;2026-01-19 12:50:34;1;0;0;false;0;0.1547;0;0;0.1031;0;0;0;0;False;0;0;0;False;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T2-F5B1;-0.0321;0;-0.0023;0;-0.0018;0;-0.0874;0;-0.0029;0;0;0;424;[];3;0;2026-01-26T16:26:07.625327;0;-1.0827;0;0;0;2026-01-19 12:50:43;1;0;0;0;0;0;0;0;0.1087;0;0;0;0;False;0;0;0;False;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T2-3C1;0;0;0;0;0;0;0;0;0;0;0;0;425;[];3;0;2026-01-26T16:26:07.625331;189.9;0;0;0;0;2026-01-21 16:30:27;1;0;0;149.53;1.27;60.555;0;0;0;0;0;0;0;False;0;0;0;False;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T2-3C2;0;0;0;0;0;0;0;0;0;0;0;0;426;[];3;0;2026-01-26T16:26:07.625333;192.75;0;0;0;0;0;0;0;0;149.42;1.29;64.995;0;0;0;0;0;0;0;False;0;0;0;False;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T2-L5S2;42.083;0.0707;0.06;0.0244;2.762;0.0042;38;18.6065;4.366;0.0249;0;0;427;[];3;0;2026-01-26T16:26:07.625335;27.3;1.0547;0.007;0;0;0;0;0;0;0;0;40.95;0;0;27.3;0;0;0;0;False;1.2841;0;0;False;0;0;0.0033;0;0.213;0;0;0;0.0541;0;0.0018;360;0;0;0;0;0;0;0.0008;0;0.0642;0.695;0.0029;0.0527;0.1381;0.0001;0;0;605;1.9;0;0.0001;12100;2.1042;0.0019;0.003;0.2183;0.0001;0;27.3;0.0347;0.0018;0.0106;0.05;2026-02-01T12:50:56.023803;0.003;0.0027;0.0001;0.0002;0.0001;0;18;0.0002;0.0001;0.0005;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T2-4C1;0;0;0;0;0;0;0;0;0;0;0;0;428;[];8;0;2026-01-26T16:26:07.625338;189.58;0;0;0;0;2026-01-19 13:00:59;0;0;0;149.27;1.27;60.465;0;0;0;0;0;0;0;False;0;0;0;False;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T2-4C2;0;0;0;0;0;0;0;0;0;0;0;0;429;[];3;0;2026-01-26T16:26:07.625341;186.78;0;0;0;0;0;0;0;0;149.42;1.25;56.04;0;0;0;0;0;0;0;False;0;0;0;False;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T2-L3C1;0;0;0;0;0;0;0;0;0;0;0;0;430;[];3;0;2026-01-26T16:26:07.625343;301.22;0;0;0;0;0;0;0;0;210.03;1.4342;136.785;0;0;0;61;0;0;0;False;0;0;0;False;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T2-L3C2;0;0;0;0;0;0;0;0;0;0;0;0;431;[];3;0;2026-01-26T16:26:07.625346;312.35;0;0;0;0;0;0;0;0;214.42;1.4567;146.895;0;0;0;65;0;0;0;False;0;0;0;False;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T2-L4C1;0;0;0;0;0;0;0;0;0;0;0;0;432;[];3;0;2026-01-26T16:26:07.625348;301.83;0;0;0;0;0;0;0;0;210.28;1.4354;137.325;0;0;0;61;0;0;0;False;0;0;0;False;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T2-L4C2;0;0;0;0;0;0;0;0;0;0;0;0;433;[];3;0;2026-01-26T16:26:07.625351;290.74;0;0;0;0;0;0;0;0;205.94;1.4118;127.2;0;0;0;57;0;0;0;False;0;0;0;False;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T2-L3P3C1;0;0;0;0;0;0;0;0;0;0;0;0;434;[];3;0;2026-01-26T16:26:07.625354;594.35;0;0;0;0;0;0;0;0;470.03;1.2645;186.48;3.9;0;0;0;11;40.56;0;False;0;0;0;False;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T2-L3P3C2;0;0;0;0;0;0;0;0;0;0;0;0;435;[];3;0;2026-01-26T16:26:07.625356;623.31;0;0;0;0;0;0;0;0;489.42;1.2736;200.835;4.13;0;0;0;12;43.93;0;False;0;0;0;False;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T2-L3P3F3C1;304.86;0;0.019;0;0.028;0;218;0;0.286;0;0;0;436;[];3;0;2026-01-26T16:26:07.625359;520.65;0;0;0;0;0;0;0;0;445;1.17;113.475;3.78;150;0;0;0;0;0;False;5.0795;0;0;False;0;0;0.0074;0;0.103;0;0;0;0.1803;0;0.0004;220;0;0;0;0;0;0;0.0001;0;0;0.893;0.0008;0;0;0;0;0;0;0;0;0;22720;0;0.0001;0.0003;0;0;0;0;0;0.0009;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T2-L3P3F3C2;-0.0321;0;-0.0023;0;-0.0018;0;-0.0874;0;-0.0029;0;0;0;437;[];3;0;2026-01-26T16:26:07.625362;0;-1.0827;0;0;0;2026-01-19 13:46:16;0;0;0;420;0;-630;4.22;67;0;0;0;0;0;False;0;0;0;False;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T2-L4P4F4C1;-0.0321;0;-0.0023;0;-0.0018;0;-0.0874;0;-0.0029;0;0;0;438;[];3;0;2026-01-26T16:26:07.625364;0;-1.0827;0;0;0;2026-01-19 13:59:32;0;0;0;420;0;-630;3.88;-100;0;0;0;0;0;False;0;0;0;False;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T2-L4P4F4C2;-0.0321;0;-0.0023;0;-0.0018;0;-0.0874;0;-0.0029;0;0;0;439;[];3;0;2026-01-26T16:26:07.625367;0;-1.0827;0;0;0;2026-01-19 13:59:39;0;0;0;425;0;-637.5;3.96;-100;0;0;0;0;0;False;0;0;0;False;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T2-L4P4C1;0;0;0;0;0;0;0;0;0;0;0;0;440;[];3;0;2026-01-26T16:26:07.625370;517.28;0;0;0;0;0;0;0;0;395;1.3096;183.42;3.82;0;0;0;11;40.84;0;False;0;0;0;False;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T2-L4P4C2;0;0;0;0;0;0;0;0;0;0;0;0;441;[];3;0;2026-01-26T16:26:07.625372;538.19;0;0;0;0;0;0;0;0;410;1.3127;192.285;3.78;0;0;0;9;40.84;0;False;0;0;0;False;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T2-L3P3F3N3C1;264.6;0;0.948;0;4.897;0;275;0;21.467;0;0;0;442;[];3;0;2026-01-26T16:26:07.625375;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;22.78;11.44;False;12.805;0;0;False;0;0;0.0148;0;0.655;0;0;0;0.1462;0;0.0053;550;0;0;0;0;0;0;0.0016;0;0;1.647;0.0043;0;0;0.0001;0;0;0;0;0.0001;0;64850;0;0.002;0.0036;0;0;0;0;0;0.0096;0;0.05;0;0;0;0.0001;0;0;0;0;0;0;0.0007;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T2-L3P3F3N3C2;166.73;0;0.008;0;0.028;0;135;0;0.19;0;0;0;443;[];3;0;2026-01-26T16:26:07.625378;0;0;0;0;0;0;0;0;0;0;0;0;8.6;0;0;0;0;14.59;11.44;False;3.5704;0;0;False;0;0;0.024;0;0.179;0;0;0;0.1255;0;0.001;100;0;0;0;0;0;0;0.0001;0;0;0.83;0.0004;0;0;0;0;0;0;0;0;0;1400;0;0.0001;0;0;0;0;0;0;0.004;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T2-L4P4F4N4C1;-0.0321;0;-0.0023;0;-0.0018;0;-0.0874;0;-0.0029;0;0;0;444;[];3;0;2026-01-26T16:26:07.625380;1;-1.0827;0;0;0;2026-01-19 14:30:44;0;0;0;0;0;1.5;8.8;0;0;0;0;27.5;10.86;False;0;0;0;False;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T2-L4P4F4N4C2;-0.0321;0;-0.0023;0;-0.0018;0;-0.0874;0;-0.0029;0;0;0;445;[];3;0;2026-01-26T16:26:07.625383;1;-1.0827;0;0;0;2026-01-19 14:30:52;0;0;0;0;0;1.5;8.2;0;0;0;0;24.69;0;False;0;0;0;False;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T2-5C2;0;0;0;0;0;0;0;0;0;0;0;0;446;[];3;0;2026-01-26T16:26:07.625385;179.45;0;0;0;0;0;0;0;0;149.54;1.2;44.865;3.43;250;0;0;0;0;0;False;0;0;0;False;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
