name;Ca;dCa;Co;dCo;Cu;dCu;Fe;dFe;Ni;dNi;Описание;is_solid;id;tags;status_id;is_solution;last_normalized;sample_mass;Sc;dSc;repeat_number;method_number;created_at;priority;series_base;is_series;V (ml);Плотность;Масса твердого (g);pH;Eh;Масса навески (g);Объем р-ра H2SO4 (ml);Масса железных окатышей (g);merge_date;Al;Mg;dZn;merged_from;dMg;dCd;Pb;dSi;Zn;dS;dMn;Si;Mn;dPb;Cd;S;dAl;last_mass_volume_update;mass_volume_source;Разбавление;Ru;mIr;mAl;K;Ag;mSc;mCu;Ir;mPt;mAu;mCl;mFe;Os;mRh;Cl;mCa;Rh;Pd;mNi;mCd;mRu;mK;Mo;mZn;V_aliq (l);last_mass_recalculation;mCo;mMn;Au;mPb;mMo;mOs;mS;mPd;mAg;Pt;mSi;mMg;mEh;C;dC;mC;mass_solid_copied_from_C;last_copy_check;skip_reason;mass_source_for_solid;mass_volume_copy_skipped;;Hg;mHg;volume_calculation_note;mass_calculation_note;Массовая доля CaCO3;Массовая доля Ca(OH)2;Объем суспензии CaCO3;Объем суспензии Ca(OH)2;Pb_MS;Ni_MS;Cu_MS;K_MS;Hg_MS;Co_MS;Rh_MS;Mn_MS;Os_MS;Mo_MS;Zn_MS;Al_MS;Cl_MS;Cd_MS;Ag_MS;Ca_MS;Pd_MS;Au_MS;S_MS;Ru_MS;Fe_MS;Ir_MS;Pt_MS;mPt_MS;mAg_MS;mZn_MS;mFe_MS;mRu_MS;mMo_MS;mRh_MS;mAu_MS;mAl_MS;mCa_MS;mCd_MS;mOs_MS;mPd_MS;mIr_MS;mK_MS;mHg_MS;mMn_MS;mS_MS;mCu_MS;mCl_MS;mCo_MS;mNi_MS;mPb_MS;Mg_AES;Ni_AES;Si_AES;Pb_AES;Fe_AES;Ca_AES;Sc_AES;Al_AES;Zn_AES;S_AES;Co_AES;Cd_AES;Cu_AES;Mn_AES;mMn_AES;mAl_AES;mS_AES;mCd_AES;mSc_AES;mCa_AES;mCo_AES;mSi_AES;mFe_AES;mNi_AES;mPb_AES;mZn_AES;mMg_AES;mCu_AES;flag_rebalance_volume;zero_sample_mass;flag_rebalance_mass;zero_V (ml);Valiq, ml
T2-L6P6A1;46.873;0.0424;0.1821;0.0363;0.0278;0.0176;1663;141.4214;0.621;0.0252;0;0;514;[];3;0;2026-03-13T14:10:21.935129;0;0.9215;0.0037;0;0;0;0;0;0;459.556;0;-643.3784;0;0;0;0;0;0;1.158;120.05;0.0185;0;8.8388;0.1211;0.0004;0.8086;0.177;181.7507;0.0497;8.0883;2.1;4.9502;0.0001;1157.4;0.1465;2026-02-03T10:05:45.924353;T2-L6P6C1;10;0;0;5.32165848;0.443;0.0001;4.23480854;0.127756568;0;0;0;8681.01284;7642.41628;0.0001;0;1889;215.4076839;0;0;2.85384276;0.000459556;0;2.03583308;0.0007;0.81341412;0.05;2026-02-15T15:31:44.860777;0.836851476;9.650676;0;0.001838224;0.003216892;0.000459556;5318.901144;0;0.000459556;0;37.17026795;551.696978;0;0;0;0;0;0;0;0;0;;0.0001;0.000459556;208.32999999999998 + 251.23 (жидкая фаза суспензии);0;0;0;0;0;0.0004;0.621;0.0278;0.443;0.0001;0.1821;0;2.1;0.0001;0.0007;0.177;1.158;1889;0.0001;0.0001;46.873;0;0;1157.4;0;1663;0;0;0;0.000459556;0.81341412;7642.41628;0;0.003216892;0;0;5.32165848;215.4076839;0.000459556;0.000459556;0;0;2.03583308;0.000459556;9.650676;5318.901144;0.127756568;8681.01284;0.836851476;2.85384276;0.001838224;120.05;0.988;8.0883;3.6357;2895;59.67;0.9215;1.676;0.3232;2050.6667;0.3702;0.0868;0.0124;4.2713;19.62901543;7.70215856;9423.96186;0.398894608;4.23480854;274.2170652;1.701276312;37.17026795;13304.1462;4.54041328;16.70807749;1.485284992;551.696978;0.056984944;True;0;0;459.556;0
T2-L6P6A2;44.34;0.0071;0.197;0.0734;0.0155;0.0081;2195;415.0717;0.36;0.0208;0;0;515;[];3;0;2026-03-13T14:10:21.935129;0;0.8757;0.005;0;0;0;0;0;0;396.24;0;-554.736;0;0;0;0;0;0;0.2591;124.35;0.0354;0;6.5761;0.1853;0.0002;1.2364;0.1888;447.0529;0.0608;8.0973;2.125;7.4758;0.0001;1428.5;0.2117;2026-02-03T10:05:45.924360;T2-L6P6C2;10;0;0;1.02665784;0.931;0;3.46987368;0.0614172;0;0;0;5594.9088;8697.468;0;0;1412;175.692816;0;0;1.426464;0.00039624;0;3.6889944;0.0007;0.74810112;0.05;2026-02-15T15:31:44.860859;0.7805928;8.4201;0;0.00079248;0.00277368;0;5660.2884;0;0;0;32.08474152;492.72444;0;0;0;0;0;0;0;0;0;;0;0;198.96 + 197.28 (жидкая фаза суспензии);0;0;0;0;0;0.0002;0.36;0.0155;0.931;0;0.197;0;2.125;0;0.0007;0.1888;0.2591;1412;0.0001;0;44.34;0;0;1428.5;0;2195;0;0;0;0;0.74810112;8697.468;0;0.00277368;0;0;1.02665784;175.692816;0.00039624;0;0;0;3.6889944;0;8.4201;5660.2884;0.0614172;5594.9088;0.7805928;1.426464;0.00079248;124.35;0.6581;8.0973;5.4838;3430.5;62.895;0.8757;0.6118;0.3834;2633.3333;0.4558;0.1336;0.0057;4.6247;18.32491128;2.42419632;10434.31987;0.52937664;3.46987368;249.215148;1.80606192;32.08474152;13593.0132;2.60765544;21.72900912;1.51918416;492.72444;0.02258568;True;0;0;396.24;0
T2-L6P6B1;290.174;3.2527;0.023;0.004;0.2006;0.0034;162;4.8083;0.761;0.0165;0;0;516;[];3;0;2026-03-13T14:10:21.935129;185.7576471;0.9515;0.002;0;0;0;0;0;0;477;0.389429029;-407.7392941;0;0;0.1083;0;0;0;7.1428;4.83;0.0024;0;0.0792;0.0068;0.0079;0.2205;0.0282;34.6193;0.0017;11.0133;0.135;0.3322;0.0003;230.1;0.0672;2026-02-03T10:05:45.924356;T2-L6P6C1;0;0.0002;0;612.5714319;1.268;0.0005;81.60129325;17.20359372;0;0.008576069;0;2965690.301;13893.23122;0;0.025728206;34581;24885.52146;0.0003;0.0005;65.26388246;0.025728206;0.017152137;108.7445505;0.001;2.418451361;0.05;2026-02-15T15:31:44.860938;1.972495791;11.57769268;0;0.677509424;0.085760687;0;19733.53397;0.042880343;0.042880343;0.0001;944.5081691;414.224116;0;0;0;0;1;0;0;Масса образца (g) из пробы C;0;;0.0006;0.051456412;0;29.55 + 2.32*(255.0мл*1.2г/мл*0.179) + 7.25;0;0;0;0;0.0079;0.761;0.2006;1.268;0.0006;0.023;0.0003;0.135;0;0.001;0.0282;7.1428;34581;0.0003;0.0005;290.174;0.0005;0;230.1;0.0002;162;0;0.0001;0.008576069;0.042880343;2.418451361;13893.23122;0.017152137;0.085760687;0.025728206;0;612.5714319;24885.52146;0.025728206;0;0.042880343;0;108.7445505;0.051456412;11.57769268;19733.53397;17.20359372;2965690.301;1.972495791;65.26388246;0.677509424;4.83;0.9179;11.0133;0.2554;240.8;317.8;0.9515;7.3957;0.0366;389.5667;0.0316;0.0062;0.2408;0.1646;14.11620901;634.2603095;33409.50765;0.531716257;81.60129325;27254.74618;2.710037695;944.5081691;20651.17332;78.71973418;21.90327934;3.138841128;414.224116;20.65117332;0;185.7576471;True;0;0
T2-L6P6B2;230.708;10.6066;0.0227;0.0044;0.187;0.0028;154;1.9092;0.809;0.0162;0;0;517;[];3;0;2026-03-13T14:10:21.935129;28.98588235;0.9819;0.0026;0;0;0;0;0;0;450;0.064413072;-589.4197647;0;0;0.1025;0;0;0;6.3918;4.748;0.0023;0;0.0509;0.0057;0.007;0.1344;0.0323;32.9442;0.0016;7.886;0.131;0.3164;0.0003;191.4;0.0659;2026-02-03T10:05:45.924364;T2-L6P6C2;0;0.0002;0;90.37656723;1.099;0.0004;13.88353067;2.644078049;0;0.001413945;0;182809.0112;2177.47604;0;0.002827891;12929;3262.085339;0.0002;0.0003;11.43881894;0.004241836;0.002827891;15.53926083;0.0009;0.45670439;0.05;2026-02-15T15:31:44.861016;0.320965624;1.85226858;0;0.098976184;0.012725509;0;2706.29165;0.004241836;0.005655782;0.0001;111.5037406;67.13413142;0;0;0;0;1;0;0;Масса образца (g) из пробы C;0;;0.0005;0.007069727;0;24.81 + 2.32*(200.0мл*1.2г/мл*0.178) + 9.5;0;0;0;0;0.007;0.809;0.187;1.099;0.0005;0.0227;0.0002;0.131;0;0.0009;0.0323;6.3918;12929;0.0003;0.0004;230.708;0.0003;0;191.4;0.0002;154;0;0.0001;0.001413945;0.005655782;0.45670439;2177.47604;0.002827891;0.012725509;0.002827891;0;90.37656723;3262.085339;0.004241836;0;0.004241836;0;15.53926083;0.007069727;1.85226858;2706.29165;2.644078049;182809.0112;0.320965624;11.43881894;0.098976184;4.748;0.9874;7.886;0.2421;228.35;260.9;0.9819;6.854;0.0422;350.5;0.0343;0.0067;0.2264;0.1595;2.255243042;96.91182324;4955.87891;0.094734347;13.88353067;3688.983759;0.4849833;111.5037406;3228.744505;13.96129768;3.423162009;0.596684993;67.13413142;3.201172568;0;28.98588235;True;0;0
T2-L7P7A1;40.82;0.2616;0.2861;0.0411;0.0254;0.0087;1865;348.6036;2.074;0.0999;0;0;518;[];3;0;2026-03-13T14:10:21.935129;0;0.8852;0.005;0;0;0;0;0;0;417.332;0;-584.2648;0;0;0;0;0;0;1.2001;124.5;0.0265;0;7.6368;0.1551;0.0002;0.9024;0.2417;336.5769;0.0575;8.237;1.989;6.2609;0.0001;1254.6;0.1899;2026-02-03T10:05:45.924368;T2-L7P7C1;10;0;0;5.008401332;0.231;0;3.694222864;0.106002328;0;0;0;830.49068;7783.2418;0;0;199;170.3549224;0;0;8.65546568;0.000417332;0;0.96403692;0.0011;1.008691444;0.05;2026-02-15T15:31:44.861092;1.193986852;8.30073348;0;0.000834664;0.004590652;0;5235.847272;0;0;0;34.37563684;519.57834;0;0;0;0;0;0;0;0;0;;0.0001;0.000417332;204.74 + 212.59 (жидкая фаза суспензии);0;0;0;0;0;0.0002;2.074;0.0254;0.231;0.0001;0.2861;0;1.989;0;0.0011;0.2417;1.2001;199;0.0001;0;40.82;0;0;1254.6;0;1865;0;0;0;0;1.008691444;7783.2418;0;0.004590652;0;0;5.008401332;170.3549224;0.000417332;0;0;0;0.96403692;0.000417332;8.30073348;5235.847272;0.106002328;830.49068;1.193986852;8.65546568;0.000834664;124.5;4.2917;8.237;4.6039;3271.5;60.445;0.8852;1.9437;0.5012;2457;0.6333;0.112;0.0062;4.556;19.01364592;8.111682084;10253.84724;0.46741184;3.694222864;252.2563274;2.642963556;34.37563684;13653.01638;17.91063744;19.21354795;2.091667984;519.57834;0.025874584;True;0;0;417.332;0
T2-L7P7A2;44.307;0.1061;0.3279;0.0526;0.0246;0.0126;2026;266.5793;4.054;0.2094;0;0;519;[];3;0;2026-03-13T14:10:21.935129;0;0.8798;0.007;0;0;0;0;0;0;420.232;0;-588.3248;0;0;0;0;0;0;4.1365;127.5;0.0267;0;7.9196;0.1625;0.0001;0.8854;0.2788;381.7237;0.0681;13.31;2.126;6.7437;0.0005;1393.9;0.2498;2026-02-03T10:05:45.924376;T2-L7P7C2;10;0;0;17.38289668;0.135;0;3.697201136;0.103377072;0;0;0;865.67792;8513.90032;0;0;206;186.1921922;0;0;17.03620528;0.00210116;0;0.5673132;0.0018;1.171606816;0.05;2026-02-15T15:31:44.861167;1.377940728;8.93413232;0;0.000420232;0.007564176;0;5857.613848;0;0;0;55.9328792;535.7958;0;0;0;0;0;0;0;0;0;;0.0001;0.000420232;207.64 + 212.59 (жидкая фаза суспензии);0;0;0;0;0;0.0001;4.054;0.0246;0.135;0.0001;0.3279;0;2.126;0;0.0018;0.2788;4.1365;206;0.0005;0;44.307;0;0;1393.9;0;2026;0;0;0;0;1.171606816;8513.90032;0;0.007564176;0;0;17.38289668;186.1921922;0.00210116;0;0;0;0.5673132;0.000420232;8.93413232;5857.613848;0.103377072;865.67792;1.377940728;17.03620528;0.000420232;127.5;8.1197;13.31;4.9615;3253.5;62.005;0.8798;7.813;0.5467;2544;0.6856;0.1161;0.0089;4.664;19.59962048;32.83272616;10690.70208;0.487889352;3.697201136;260.5648516;2.881110592;55.9328792;13672.24812;34.1215777;20.84981068;2.297408344;535.7958;0.037400648;True;0;0;420.232;0
T2-1B3;20.41;0.3394;0.0733;0.0075;0.7223;0.0191;941;100.0262;1.714;0.0303;0;0;520;[];3;0;2026-03-13T14:10:21.935129;16.95862;0.9755;0.0034;0;0;0;0;0;0;99.72;0.170062375;-115.865932;0;0;107.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2026-02-03T10:05:45.923842;T2-1C3;0;0;0;0;0;0;0.007716014;0.005713252;0;0;0;0;7.443125662;0;0;0;0.161439102;0;0;0.013557404;0;0;0;0;0;0.05;2026-02-15T15:31:44.861245;0.000579789;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;Масса образца (g) из пробы C;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.7323;0;0;941;13.6067;0;0;0;0;0.0516;0;0.7223;0;0;0;0;0;0;0.107626332;0.000408146;0;7.443125662;0.013702154;0;0;0;0.005713252;0;0;0;0;0
T2-2B1;15.348;0.0354;0.039;0.0302;0.809;0.007;767;536.4161;1.176;0.0151;0;0;521;[];3;0;2026-03-13T14:10:21.935129;23.23062;1.0323;0.0165;0;0;0;0;0;0;149.7;0.155181162;-177.057132;0;0;0.0994;0;0;0;17.65;0;0;0;0;0;0.0354;0;0.106;0;0;0;0.2738;0;0.0011;60;0;2026-02-03T10:05:45.923825;T2-2C1;0;0.0009;0.001168542;206.2477077;2.623;0.0023;12.06286168;9.453506831;0.0001;0.003505627;0.001168542;185213.9472;8962.719085;0.0001;0.011685423;15850;179.3478651;0.001;0.0016;13.7420569;0.012853965;0.01051688;30.65086331;0.0099;1.238654789;0.05;2026-02-15T15:31:44.861323;0.455731479;3.19946869;0.0001;0.413663958;0.115685683;0.001168542;701.1253521;0.018696676;0.026876472;0.0003;0;0;0;0;0;0;1;0;0;Масса образца (g) из пробы C;0;;0;0;0;0;0;0;0;0;0.0354;1.176;0.809;2.623;0;0.039;0.001;0.2738;0.0001;0.0099;0.106;17.65;15850;0.0011;0.0023;15.348;0.0016;0.0001;60;0.0009;767;0.0001;0.0003;0.003505627;0.026876472;1.238654789;8962.719085;0.01051688;0.115685683;0.011685423;0.001168542;206.2477077;179.3478651;0.012853965;0.001168542;0.018696676;0.001168542;30.65086331;0;3.19946869;701.1253521;9.453506831;185213.9472;0.455731479;13.7420569;0.413663958;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T2-3B1;38.185;22.684;0.05;0.0124;0.815;0.0305;682;448.7175;1.4;0.0498;0;0;522;[];3;0;2026-03-13T14:10:21.935129;56.46662;1.0002;0.014;0;0;0;0;0;0;149.53;0.377627366;-130.288732;0;0;0.1004;0;0;0;17.273;0;0;0;0;0.0242;0.0268;2.1623;0.15;0;0;0;0.3669;1.0721;0.0059;90;0.3111;2026-02-03T10:05:45.923867;T2-3C1;0;0.0008;0.002812083;485.7310395;2.267;0.0019;28.12645086;22.91847375;0.0001;0.008436248;0.005624165;480303.7199;19178.4038;0;0.028120827;17080;1073.793767;0.001;0.0018;39.36915737;0.165912877;0.022496661;63.74991411;0.0187;4.218124004;0.05;2026-02-15T15:31:44.861399;1.406041335;10.31753131;0.0002;0.753638155;0.525859459;0;2530.874402;0.050617488;0.053429571;0.0003;0;0;0;0;0;0;1;0;0;Масса образца (g) из пробы C;0;;0;0;0;0;0;0;0;0;0.0268;1.4;0.815;2.267;0;0.05;0.001;0.3669;0;0.0187;0.15;17.273;17080;0.0059;0.0019;38.185;0.0018;0.0002;90;0.0008;682;0.0001;0.0003;0.008436248;0.053429571;4.218124004;19178.4038;0.022496661;0.525859459;0.028120827;0.005624165;485.7310395;1073.793767;0.165912877;0;0.050617488;0.002812083;63.74991411;0;10.31753131;2530.874402;22.91847375;480303.7199;1.406041335;39.36915737;0.753638155;9.919;1.3377;5.293;0.8199;778.1;16.04;1.0002;17.9;19.51;152.4;0.0582;0.0181;0.7648;0.3535;9.940712236;503.3627978;4285.613988;0.508986963;28.12645086;451.0580602;1.636632114;148.8435357;21880.81525;37.61722987;23.05626581;548.6373288;278.93048;21.50680825;0;0;0;0;0
T2-4A1;19.144;0.0283;0.46;0.0085;0.06;0.005;294;4.572;11.752;0.0801;0;0;523;[];3;0;2026-03-13T14:10:21.935129;189.9433;1.219;0.0096;0;0;0;0;0;0;149.27;1.27248141;56.94262;0;0;0;0;0;0;9.6252;0;0;0;0;0;0.0034;0;0.294;0;0;0;1.356;0;0.0007;240;0;2026-02-03T10:05:45.924165;T2-4C1;10;0.0001;0;12.80158145;0.67;0.0002;1.621278289;0.079800408;0;0;0.000266001;95920.09042;391.0219992;0.0002;0;72120;25.46165018;0;0;15.63023991;0.000931005;0.000133001;0.891104556;0.0031;0.391021999;0.05;2026-02-15T15:31:44.861481;0.611803128;1.803489221;0.0002;0.004522023;0.004123021;0.000266001;319.201632;0;0.000266001;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0.0034;11.752;0.06;0.67;0;0.46;0;1.356;0.0002;0.0031;0.294;9.6252;72120;0.0007;0.0002;19.144;0;0.0002;240;0.0001;294;0;0;0;0.000266001;0.391021999;391.0219992;0.000133001;0.004123021;0;0.000266001;12.80158145;25.46165018;0.000931005;0.000266001;0;0;0.891104556;0;1.803489221;319.201632;0.079800408;95920.09042;0.611803128;15.63023991;0.004522023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T2-4B1;50.21;35.8715;0.0482;0.0156;0.9271;0.0333;685.3667;595.1699;1.5003;0.0585;0;0;524;[];3;0;2026-03-13T14:10:21.935129;56.94262;0.9588;0.0091;0;0;0;0;0;0;149.27;0.381473973;-129.258332;0;0;0.1055;0;0;0;0;0;0;0;0;0.0276;0;1.5415;0;0;0;0;0;1.2468;0;0;0.4172;2026-02-03T10:05:45.924168;T2-4C1;0;0;0;0;0;0;25.87515832;25.01966967;0;0;0;0;18496.00737;0;0;0;1355.01846;0;0;40.48863165;0;0;0;0;0;0.05;2026-02-15T15:31:44.861568;1.300774542;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;Масса образца (g) из пробы C;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12.97;1.4657;12.2;0.9584;1072;25.365;0.9588;22.055;26.32;192.3;0.0644;0.0202;0.927;0.4831;13.03743115;595.1988076;5189.604657;0.545137879;25.87515832;684.5258561;1.737964326;329.2416891;28930.0894;39.55488063;25.86436351;710.2984637;350.0216973;25.01697097;0;0;0;0;0
T2-L2P2F2A1;57.908;0.1485;0.035;0.0092;0.019;0.0078;840;73.5223;1.986;0.0126;0;0;525;[];3;0;2026-03-13T14:10:21.935129;410;1.2578;0.0103;0;0;0;0;0;0;314.7;1.30282809;133.42;0;0;0;0;0;0;0.3116;0;0;0;0;0;0.0965;0;0.035;0;0;0;2.1987;0;0;600;0;2026-02-03T10:05:45.924012;T2-L2P2F2C1;10;0;0;0.9806052;3.003;0.001;3.9582966;0.059793;0;0;0;786.75;2643.48;0;0;250;182.236476;0;0;6.249942;0;0;9.450441;0.0007;0.110145;0.05;2026-02-15T15:31:44.861647;0.110145;6.9193089;0;0.3036855;0.0022029;0;1888.2;0;0.003147;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;Скопирован из T2-L2P2A1;0;0;0;0;0;0.0965;1.986;0.019;3.003;0;0.035;0;2.1987;0;0.0007;0.035;0.3116;250;0;0.001;57.908;0;0;600;0;840;0;0;0;0.003147;0.110145;2643.48;0;0.0022029;0;0;0.9806052;182.236476;0;0;0;0;9.450441;0;6.9193089;1888.2;0.059793;786.75;0.110145;6.249942;0.3036855;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;True;0;0;314.7;0
T2-L2P2F2A2;62.237;0.1237;0.076;0.0138;0.022;0.008;1222;131.2383;3.227;0.0173;0;0;526;[];3;0;2026-03-13T14:10:21.935129;420;1.2335;0.0088;0;0;0;0;0;0;314.5;1.3354531;147.7;0;0;0;0;0;0;0.8877;0;0;0;0;0;0.0972;0;0.072;0;0;0;2.4749;0;0;850;0;2026-02-03T10:05:45.924020;T2-L2P2F2C2;10;0;0;2.7918165;1.668;0.0011;3.8793575;0.06919;0;0;0;817.7;3843.19;0;0;260;195.735365;0;0;10.148915;0;0;5.24586;0.0011;0.22644;0.05;2026-02-15T15:31:44.861722;0.23902;7.7835605;0;0.305694;0.0034595;0;2673.25;0;0.0034595;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;Скопирован из T2-L2P2A2;0;0;0;0;0;0.0972;3.227;0.022;1.668;0;0.076;0;2.4749;0;0.0011;0.072;0.8877;260;0;0.0011;62.237;0;0;850;0;1222;0;0;0;0.0034595;0.22644;3843.19;0;0.0034595;0;0;2.7918165;195.735365;0;0;0;0;5.24586;0;7.7835605;2673.25;0.06919;817.7;0.23902;10.148915;0.305694;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;True;0;0;314.5;0
T2-L1B3;71.6017;0.5586;0.0423;0.0128;0.5585;0;135.2222;25.2428;1.1123;0.0175;0;0;527;[];3;0;2026-03-13T14:10:21.935129;5.087586;0.9883;0.0064;0;0;0;0;0;0;117.89;0.043155365;-157.9233796;0;0;96.9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2026-02-03T10:05:45.924075;T2-L1C3;0;0;0;0;0;0;0.002594459;0.001466159;0;0;0;0;0.354981719;0;0;0;0.187966876;0;0;0.00291998;0;0;0;0;0;0.05;2026-02-15T15:31:44.861799;0.000111045;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;Масса образца (g) из пробы C;0;;0;0;0;1/2 от T2-1B3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.0977;0.879;7.0941;0.0409;7.1252;66.2112;0;9.2568;0.0484;370.0539;0.041;0;0.5462;0.271;0.000711422;0.024300705;0.971455645;0;0;0.173815879;0.000107632;0.018623242;0.018704885;0.002307527;0.00010737;0.000127058;0.018632693;0.00143387;0;0;0;0;0
T2-L1P1B3;241.95;11.4316;0.0614;0.0033;0.2817;0.0066;357.7667;2.434;1.2751;0.0251;0;0;528;[];3;0;2026-03-13T14:10:21.935129;9.087586;0.9515;0.0029;0;0;0;0;0;0;210.8539;0.04309897;-282.4728396;0;0;100.3;0;0;0;6.9047;0;0;0;0;0;0.0086;0;0.077;0;0;0;0.1882;0;0.0005;240;0;2026-02-03T10:05:45.924091;T2-L1P1C3;0;0.0002;0;0.031279688;1.086;0.0008;0.004310488;0.001276158;0;4.53E-07;0;33.79530985;1.62075556;0;9.06E-07;7460;1.096082469;0.0002;0.0004;0.005776461;2.27E-06;9.06E-07;0.0049198;0.0015;0.000348826;0.05;2026-02-15T15:31:44.861885;0.000278154;0.000852584;0;3.90E-05;6.80E-06;0;1.087248574;1.81E-06;3.62E-06;0.0001;0;0;0;0;0;0;1;0;0;Масса образца (g) из пробы C;0;;0;0;0;8.9748 + 2.32*(55.0мл*1.2г/мл*0.2) + 4.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.8232;1.3058;3.7926;0.0196;3.8069;230.701;0;6.0124;0.0874;277.4128;0.0459;0;0.2016;0.1518;0.000687685;0.027237389;1.25673613;0;0;1.045122222;0.000207936;0.017181246;0.017246027;0.005915538;8.88E-05;0.00039594;0.01731987;0.000913289;0;9.08758;True;0;0
T2-L1P1F1D4;279.1667;9.2395;0.5038;0.0107;2.4746;0.0168;283.0333;2.0699;13.4632;0.0975;0;0;529;[];3;0;2026-03-13T14:10:21.935129;27.85905195;0.9527;0.0042;0;0;0;0;0;0;0;0;39.00267273;0;0;100.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01319151;0.034264418;0;0;0;0;3.91900567;0;0;0;3.865466997;0;0;0.186417489;0;0;0;0;0;0.05;2026-02-15T15:31:44.861965;0.00697584;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23.36;0;0;289.3;135.4333;0;0;0;0;0.6605;0;3.8665;0;0;0;0;0;0;1.87527005;0.009145578;0;4.005777201;0.323453009;0;0;0;0.053537288;0;22.602;True;0;0
T2-L1P1F1N1B3;435.275;4.4901;0.0199;0.0012;0.0688;0.0056;260.5833;6.125;0.5734;0.0147;0;0;530;[];3;0;2026-03-13T14:10:21.935129;81.987;0.9223;0.0032;0;0;0;0;0;0;0;0;114.7818;0;0;0.109;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34.68651839;2.587479633;0;0;0;0;9800.203219;0;0;0;16370.13368;0;0;21.56483752;0;0;0;0;0;0.05;2026-02-15T15:31:44.862042;0.74841344;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2026-02-03T10:05:45.924109;Длина имени (13) > 11 символов;0;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T2-L1P1F1N1B4;372.25;5.3033;0.0278;0.0009;0.0861;0.006;285.9333;10.5116;0.627;0.0175;0;0;531;[];3;0;2026-03-13T14:10:21.935129;60.1227;0.9238;0.0038;0;0;0;0;0;0;0;0;84.17178;0;0;0.1066;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26.05128999;2.428032115;0;0;0;0;8063.359295;0;0;0;10497.50238;0;0;17.68148823;0;0;0;0;0;0.05;2026-02-15T15:31:44.862120;0.783963912;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2026-02-03T10:05:45.924116;Длина имени (13) > 11 символов;0;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
